country,st25q01,st62q04,N,WTD_N,PCT,SE(PCT),MEAN,SE(MEAN)
Albania,Language of the test,Never heard of it,84,724.0291,3.0451352199983286,0.37110053902303725,384.70841594117684,9.913343320453908
Albania,Language of the test,Heard of it,2589,23052.553799999998,96.95486478000167,0.3711005390230357,393.8770544546571,2.6063191787846183
Albania,Other language,Never heard of it,5,42.115,5.682122516626432,2.5088473687031385,333.6566620728955,67.01868421258055
Albania,Other language,Heard of it,60,699.0693,94.31787748337356,2.50884736870314,384.9611963800269,16.622051197126986
Argentina,Language of the test,Never heard of it,518,47452.45879999999,14.863431931233343,0.6686514383616979,383.48374671311643,6.837674288603116
Argentina,Language of the test,Heard of it,2942,271803.94859999995,85.13656806876668,0.6686514383616982,398.837004446996,3.3135560724793285
Argentina,Other language,Never heard of it,9,686.8149,17.530467587767085,8.52042996734608,383.78710304406616,14.420454047993477
Argentina,Other language,Heard of it,39,3231.0206999999996,82.46953241223292,8.520429967346084,354.27455138521395,14.770733166266917
Australia,Language of the test,Never heard of it,1116,18991.4027,13.456669958992132,0.4840957964418495,487.83273949843016,3.7594453688283465
Australia,Language of the test,Heard of it,6996,122138.62989999999,86.54333004100788,0.48409579644184747,512.642900488223,1.6025614570712767
Australia,Other language,Never heard of it,108,2134.0984,13.394197257340078,1.4136943692435069,481.08396209249736,15.547695052441503
Australia,Other language,Heard of it,716,13798.908699999998,86.60580274265992,1.4136943692435078,528.5482977487422,6.042351435332075
Austria,Language of the test,Never heard of it,1011,17381.854399999997,41.11700096753499,1.0376254309975617,534.0003700265306,3.396140145382006
Austria,Language of the test,Heard of it,1487,24892.275499999996,58.88299903246501,1.0376254309975619,512.063549982839,3.3544494830919787
Austria,Other language,Never heard of it,121,2217.1193999999996,40.27576934566099,3.2341501353365865,473.82816291113295,12.238825879067354
Austria,Other language,Heard of it,187,3287.7273999999998,59.72423065433902,3.2341501353365847,461.8260509141041,6.803380530656718
Belgium,Language of the test,Never heard of it,1340,18120.442199999998,33.211756405798084,0.897812648929154,541.1228766285574,3.6203589935715716
Belgium,Language of the test,Heard of it,2608,36439.882699999995,66.78824359420192,0.8978126489291532,529.8116328660407,2.189285070272041
Belgium,Other language,Never heard of it,443,5727.1269999999995,39.840588034317605,1.6570253477569599,500.93713432866986,5.67170563062345
