country,st04q01,st62q13,N,WTD_N,PCT,SE(PCT),MEAN,SE(MEAN)
Greece,Male,Heard of it,739,13964.686599999999,45.78469762575983,1.5666892513797634,449.3867967001502,4.574304058991023
Hong Kong-China,Female,Never heard of it,919,13894.327199999998,66.00569133901212,1.5078605514936854,549.4989470992966,4.778792130672929
Hong Kong-China,Female,Heard of it,478,7155.868499999999,33.99430866098789,1.5078605514936865,563.2923306474654,5.158732785570169
Hong Kong-China,Male,Never heard of it,982,14868.032999999998,59.80155676926901,1.4623182286777228,570.7675942414998,5.955128863805576
Hong Kong-China,Male,Heard of it,657,9994.251199999999,40.19844323073099,1.4623182286777232,570.067354129959,5.508083065103661
Hungary,Female,Never heard of it,960,17706.951699999998,57.49034128300591,1.196107221878255,484.94500429447777,4.963389672944564
Hungary,Female,Heard of it,695,13092.920599999998,42.50965871699409,1.1961072218782567,462.23253172599817,4.7895429533900815
Hungary,Male,Never heard of it,765,14619.3535,51.36204391974989,1.5360089991929684,497.90713668000603,5.270341723870528
Hungary,Male,Heard of it,709,13843.987099999998,48.63795608025011,1.5360089991929682,467.4212068625012,4.496685796462545
Iceland,Female,Never heard of it,653,769.3552,57.69287500996412,1.5201622201922067,501.37480952401756,3.8620203813122607
Iceland,Female,Heard of it,475,564.1807,42.307124990035895,1.5201622201921998,499.44073231465995,4.037782794651482
Iceland,Male,Never heard of it,508,602.9346,47.37524089937233,1.5361621909382601,501.2381321850397,4.778457331141039
Iceland,Male,Heard of it,559,669.7441,52.624759100627685,1.536162190938261,489.66534906133546,3.67993338763988
Indonesia,Female,Never heard of it,726,327661.8071999999,38.903956175269194,1.538731297627528,384.5921522924273,5.131572728413383
Indonesia,Female,Heard of it,1127,514570.8071999999,61.096043824730806,1.5387312976275305,369.9070873303459,4.99680013485001
Indonesia,Male,Never heard of it,669,320978.49549999996,37.8127632304313,1.5887407736774863,384.4011429866603,5.17572644818881
Indonesia,Male,Heard of it,1074,527884.3435999999,62.1872367695687,1.5887407736774866,376.701813724328,4.702812849021608
Ireland,Female,Never heard of it,1275,13368.9365,76.49161226208993,1.0963402037823624,498.2116584104979,2.948581707780167
Ireland,Female,Heard of it,393,4108.7137999999995,23.50838773791005,1.09634020378236,497.57309239040643,4.2069218262244625
Ireland,Male,Never heard of it,1011,11145.610499999999,62.943775549177516,1.3598619827532303,510.9011996759332,4.318877137299323
Ireland,Male,Heard of it,588,6561.6376,37.05622445082249,1.3598619827532323,506.6070288077337,4.298158554534372
Israel,Female,Never heard of it,1190,23302.5797,68.61894204184968,1.3112000550824132,470.3280403500973,3.739305006415803
Israel,Female,Heard of it,540,10656.818399999998,31.381057958150322,1.311200055082414,451.49207104474215,5.666654040846057
Israel,Male,Never heard of it,836,19735.1544,60.6663328215422,1.584038673331548,487.53571291233936,9.548122100180914
Israel,Male,Heard of it,550,12795.498899999999,39.3336671784578,1.5840386733315504,465.39388039721086,7.3340835058185885
Italy,Female,Never heard of it,6285,103643.4622,62.208012537067106,0.6904751024263343,480.04760385155,2.584662208795625
Italy,Female,Heard of it,3707,62964.435999999994,37.791987462932894,0.690475102426334,472.58318992482714,2.7632583472150913
Italy,Male,Never heard of it,5625,94421.9619,54.84110894809773,0.6971154278953879,501.26001834834636,2.8374315112112583
Italy,Male,Heard of it,4558,77751.72989999999,45.15889105190228,0.6971154278953882,488.9326535440973,2.8833371767874145
Japan,Female,Never heard of it,1708,302526.0546,84.41617586752703,0.8236600737192232,531.4677729593355,3.7679267485875476
Japan,Female,Heard of it,316,55848.452999999994,15.583824132472976,0.8236600737192225,522.3484228655705,6.854021353675325
Japan,Male,Never heard of it,1670,298939.45239999995,78.73052826445047,0.9913125125782043,547.8498264819677,4.594792347627367
Japan,Male,Heard of it,456,80760.086,21.269471735549523,0.9913125125782071,546.818561226638,7.297327721560847
Jordan,Female,Never heard of it,952,13952.5947,38.66257269123951,1.4021250725354968,406.02946021054106,4.9345660083118865
Jordan,Female,Heard of it,1380,22135.5229,61.337427308760496,1.4021250725354923,391.65581164726325,3.17248249390212
Jordan,Male,Never heard of it,635,10284.5302,30.818479106753678,1.3622065199569167,389.3479767047237,5.9686113383307084
Jordan,Male,Heard of it,1420,23086.779799999997,69.18152089324632,1.3622065199569169,377.88642996922886,5.481585460836727
Kazakhstan,Female,Never heard of it,519,18517.1626,26.525680743308456,1.259996840679033,443.4728204476489,5.070032745649944
Kazakhstan,Female,Heard of it,1424,51291.272399999994,73.47431925669153,1.2599968406790325,428.79558096164436,3.783947663853122
Kazakhstan,Male,Never heard of it,462,15944.9857,24.153824349256915,1.2980433845589945,453.46438957800433,6.236788067712389
Kazakhstan,Male,Heard of it,1374,50069.34589999999,75.84617565074309,1.2980433845589947,429.1678283763504,3.5565418568416254
Korea,Female,Never heard of it,1361,162970.10439999998,88.37424230984425,0.8706809249179054,548.6528593491643,5.150434879744421
Korea,Female,Heard of it,176,21438.9498,11.625757690155758,0.870680924917902,512.6015805031063,10.551116052432434
Korea,Male,Never heard of it,1414,169724.52579999997,78.84681875940962,1.2307755157609932,568.1626455951484,5.546703176250615
Korea,Male,Heard of it,380,45534.03309999999,21.15318124059038,1.230775515760993,534.0134420248431,11.446322928395873
Latvia,Female,Never heard of it,883,3243.7486,61.77306002894799,1.8339071042222859,502.8901776460951,3.406371311825049
Latvia,Female,Heard of it,556,2007.3246,38.22693997105201,1.833907104222284,484.0038247354454,5.5461002225943075
Latvia,Male,Never heard of it,722,2800.2174,52.14061963272616,1.9613836858104374,498.0158730093886,4.271965317888533
Latvia,Male,Heard of it,670,2570.293,47.85938036727384,1.9613836858104368,480.84472129736685,4.708046567843258
Liechtenstein,Female,Never heard of it,34,34.9352,36.38048763216294,4.969997790932761,557.5646717179803,18.42349063227958
Liechtenstein,Female,Heard of it,57,61.0921,63.619512367837075,4.969997790932766,512.307535026951,14.122960385539413
Liechtenstein,Male,Never heard of it,39,41.981700000000004,36.37103188011041,4.802571591885807,551.0219648817458,16.082528790454884
Liechtenstein,Male,Heard of it,67,73.4445,63.62896811988959,4.802571591885808,532.7611879514194,9.754175220986252
Lithuania,Female,Never heard of it,989,7083.481,64.866661359616,1.2738510141786505,488.8663636284342,3.4347957770991306
Lithuania,Female,Heard of it,527,3836.5831,35.13333864038399,1.273851014178652,464.59186169376255,4.695501250833822
Lithuania,Male,Never heard of it,755,5313.6633,50.48324859863056,1.5687085806424699,497.6793369480648,3.8728963715954103
Lithuania,Male,Heard of it,726,5211.9337,49.51675140136944,1.5687085806424708,462.69509745795017,4.526731808727091
Luxembourg,Female,Never heard of it,815,860.384,48.02145846739155,1.178801084011666,490.0071853742607,3.1099331193708375
Luxembourg,Female,Heard of it,885,931.2817,51.97854153260846,1.178801084011667,471.7193977010007,2.663812506065549
Luxembourg,Male,Never heard of it,685,717.4569,40.70571207786918,1.2034831613692933,515.0262267910296,4.177347648228678
Luxembourg,Male,Heard of it,998,1045.0891,59.29428792213083,1.2034831613692918,501.5298305083461,2.999025443314318
Macao-China,Female,Never heard of it,1094,1097.9974,62.59839244895126,1.0862531706175302,535.012112840865,2.541531871571281
Macao-China,Female,Heard of it,653,656.0371,37.40160755104874,1.0862531706175305,539.8972126035392,3.2961842532436063
Macao-China,Male,Never heard of it,1000,1006.9945,56.617347458848336,1.2789635418222476,540.9218779188895,3.0086649804996024
Macao-China,Male,Heard of it,766,771.6026,43.38265254115168,1.278963541822246,538.9447673053569,3.1474661564931767
Malaysia,Female,Never heard of it,639,52258.395399999994,36.307690170786216,1.2712030389481572,434.51971450910236,5.377469723481142
Malaysia,Female,Heard of it,1132,91673.63429999999,63.69230982921378,1.2712030389481606,421.41175576933233,3.933013377905094
Malaysia,Male,Never heard of it,494,42027.044499999996,30.979505932651662,1.1244573436123733,429.5749698747692,5.56745457579394
Malaysia,Male,Heard of it,1099,93633.752,69.02049406734834,1.1244573436123724,413.8957947311572,4.012295984911676
Mexico,Female,Never heard of it,4217,157758.5782,36.30053287354606,0.6323074880392061,406.74521925615596,2.0618319837733963
Mexico,Female,Heard of it,7179,276831.6763,63.69946712645393,0.6323074880392051,409.19661540000885,1.6786856961248446
Mexico,Male,Never heard of it,3626,143617.6377,34.51647562144888,0.6112388634012884,420.99874883283155,2.580913625577103
Mexico,Male,Heard of it,6838,272466.6673,65.48352437855112,0.6112388634012831,423.14474817046397,1.6835484282332944
Montenegro,Female,Never heard of it,580,952.976,38.837933251520305,1.3334007605507674,421.46792443752236,4.968244802236398
Montenegro,Female,Heard of it,926,1500.7488,61.1620667484797,1.3334007605507676,407.12523357728713,2.881946438324816
Montenegro,Male,Never heard of it,493,827.5868,34.95514827305677,1.260619468235504,428.4775887617772,4.3147891706408625
Montenegro,Male,Heard of it,959,1539.9809,65.04485172694322,1.260619468235506,409.13444335658994,2.6760277908650405
Netherlands,Female,Never heard of it,706,31595.478299999995,52.23473140372808,1.4882158990587944,516.6224625452872,5.0303186951366214
Netherlands,Female,Heard of it,647,28892.012399999996,47.76526859627192,1.4882158990587933,534.3021721174798,5.281608700979822
Netherlands,Male,Never heard of it,721,31831.104999999996,51.15918666595831,1.3440403917307018,535.6852909697513,4.7950725693080765
Netherlands,Male,Heard of it,697,30388.619499999997,48.840813334041684,1.344040391730703,533.2873580198141,5.238960709762636
New Zealand,Female,Never heard of it,867,10642.4887,61.78583051344653,1.1521002461824967,496.067428285152,4.04488738320994
New Zealand,Female,Heard of it,532,6582.3161,38.21416948655349,1.1521002461824952,494.08463804050274,4.697120614827941
New Zealand,Male,Never heard of it,696,8835.7148,51.19408851192024,1.4753331096277875,506.69817239347594,4.744745122122949
New Zealand,Male,Heard of it,667,8423.533399999998,48.805911488079765,1.4753331096277864,518.5644196687796,4.6322656758508405
Perm(Russian Federation),Female,Never heard of it,234,3660.1008999999995,40.923036121578086,1.410594104532335,486.8417365914046,5.9584542910559986
Perm(Russian Federation),Female,Heard of it,343,5283.763599999999,59.07696387842189,1.410594104532335,478.938988165546,6.021877181103306
Perm(Russian Federation),Male,Never heard of it,187,2918.3839999999996,31.608020960530393,1.5607688965790478,501.62675760718713,7.073311482318933
Perm(Russian Federation),Male,Heard of it,391,6314.6648,68.3919790394696,1.5607688965790463,482.0063164814428,7.148011714112095
Peru,Female,Never heard of it,633,43820.76989999999,34.385678490038046,1.259168268873253,370.6556916811455,6.6706563206116085
Peru,Female,Heard of it,1207,83618.24489999999,65.61432150996195,1.2591682688732513,365.0398728433543,4.536885292195308
Peru,Male,Never heard of it,536,37655.0257,30.295956243583884,1.3918397171218213,383.94938778008554,6.465671536190599
Peru,Male,Heard of it,1243,86635.574,69.70404375641611,1.3918397171218202,386.7785787888528,3.6628581577519737
Poland,Female,Never heard of it,525,42188.511999999995,32.52882218521281,1.2861809681535696,537.3804381113976,4.308410048375003
Poland,Female,Heard of it,1077,87507.27519999999,67.47117781478718,1.286180968153571,510.56626371194386,4.341442756868393
Poland,Male,Never heard of it,393,32878.1588,27.440435836145085,1.2345496000308882,527.873399333919,6.966616794693681
Poland,Male,Heard of it,1037,86938.3011,72.55956416385493,1.2345496000308902,512.3076913836892,4.617990071286895
Portugal,Female,Never heard of it,1082,18140.754999999997,59.95994610929145,1.5684061185097549,495.5319622981287,4.757916599472908
Portugal,Female,Heard of it,750,12114.033699999998,40.04005389070854,1.568406118509754,468.92847203191695,5.176187431750028
Portugal,Male,Never heard of it,857,14450.256,47.296119426732616,1.3664909849913174,507.24608176326296,4.8499358111106154
Portugal,Male,Heard of it,954,16102.474699999999,52.703880573267384,1.366490984991318,485.8338307178533,4.939319619650488
Qatar,Female,Never heard of it,872,877.1145,26.43693567373858,0.8176849591302882,409.5498737346774,4.001338236372614
Qatar,Female,Heard of it,2433,2440.6471,73.56306432626141,0.8176849591302906,379.068059092948,1.5722357297024596
Qatar,Male,Never heard of it,892,894.8512,28.5171064008031,0.8207877938116346,389.24457507128824,4.3835615418219565
Qatar,Male,Heard of it,2237,2243.0941,71.4828935991969,0.8207877938116386,378.2025692257511,2.2462531214530896
Romania,Female,Never heard of it,720,20611.562399999995,44.76135766633996,1.6116259580904322,453.17661082807757,5.740834199236542
Romania,Female,Heard of it,929,25436.107899999995,55.23864233366004,1.6116259580904322,438.4728760857534,4.256463491322222
Romania,Male,Never heard of it,586,16451.956,36.19134532477622,1.5648444897384028,458.24999899506207,4.81709375337393
Romania,Male,Heard of it,1072,29006.304399999997,63.80865467522378,1.5648444897384033,439.3966255789695,4.766268844172626
Russian Federation,Female,Never heard of it,656,146341.25879999998,37.44348941015884,1.1994344470844907,497.40350166173266,3.6096722194164563
Russian Federation,Female,Heard of it,1077,244491.06239999997,62.55651058984115,1.199434447084492,475.83615529369007,4.32346649086671
Russian Federation,Male,Never heard of it,503,112046.93899999998,30.02001807709393,1.2634139909481825,500.16285305139337,4.703084468952283
Russian Federation,Male,Heard of it,1153,261193.80559999996,69.97998192290606,1.2634139909481819,476.8127187495335,4.275157315488847
Serbia,Female,Never heard of it,593,8633.065499999999,39.58951301430132,1.378927078501737,458.3858062022814,5.053207825538775
Serbia,Female,Heard of it,918,13173.379799999999,60.410486985698675,1.378927078501738,437.60956720235373,4.045272727545861
Serbia,Male,Never heard of it,529,7780.3324999999995,36.37833410425142,1.4142790408715982,472.35310787999566,4.992106856546193
Serbia,Male,Heard of it,942,13606.937399999999,63.62166589574857,1.4142790408715955,449.6404960200006,4.691992479372822
Singapore,Female,Never heard of it,1133,10398.7326,62.67677063808244,1.1749478993922764,577.7525610809837,3.425718323479119
Singapore,Female,Heard of it,686,6192.3146,37.32322936191755,1.1749478993922737,571.7352179109356,3.696072815592035
Singapore,Male,Never heard of it,1043,9679.4985,56.81083352331417,1.173107317241036,575.3445569125728,3.339204918673381
Singapore,Male,Heard of it,785,7358.6224,43.18916647668581,1.173107317241038,569.4732611182709,4.600905106888607
Slovak Republic,Female,Never heard of it,969,11136.029199999999,67.78714910472378,1.695108127379359,490.92907782882384,4.294544005120233
Slovak Republic,Female,Heard of it,455,5291.9064,32.21285089527622,1.6951081273793591,465.6797038607952,6.978004714471774
Slovak Republic,Male,Never heard of it,932,10921.318299999999,59.26884896482545,1.208778769854222,496.471777279485,4.320116253658885
Slovak Republic,Male,Heard of it,645,7505.4244,40.73115103517455,1.208778769854222,480.0902547254236,5.808463151057663
Slovenia,Female,Never heard of it,1080,3593.706,61.869806875348075,1.4780873053195107,503.2031859957604,3.0604625826582903
Slovenia,Female,Heard of it,672,2214.7912,38.13019312465193,1.4780873053195123,494.49650756570503,4.833128811184149
Slovenia,Male,Never heard of it,1039,3320.1419,53.96101713925315,1.3692063730702275,522.324135407858,3.7897241727246342
Slovenia,Male,Heard of it,968,2832.7108,46.03898286074685,1.3692063730702257,487.954450808507,3.333945626187575
Spain,Female,Never heard of it,5519,84822.1512,72.27730350519951,0.867306302841996,485.20735874597693,2.3342403754377186
Spain,Female,Heard of it,2666,32534.4007,27.722696494800473,0.867306302841999,463.3555079124875,3.6124842783795272
Spain,Male,Never heard of it,4928,78882.30279999999,64.22456850884559,0.9828704424417445,502.6344571265164,2.7067256086851867
Spain,Male,Heard of it,3223,43940.325099999995,35.77543149115441,0.9828704424417442,478.0167751774692,3.289082293965036
Sweden,Female,Never heard of it,1250,24774.7368,82.43382341990333,1.1059307084541374,483.5240305314448,2.939932081910805
Sweden,Female,Heard of it,266,5279.354799999999,17.566176580096666,1.1059307084541385,471.6577289476788,5.551787547354491
Sweden,Male,Never heard of it,1001,20316.786099999998,67.27283572338627,1.3484671559601822,489.00068627813863,3.144653526672134
Sweden,Male,Heard of it,486,9883.793199999998,32.72716427661372,1.3484671559601817,467.4232519143228,4.472264584320104
Switzerland,Female,Never heard of it,1827,12031.562199999998,46.581005550774776,1.7017652499628535,538.5930943740706,3.879208351556653
Switzerland,Female,Heard of it,1760,13797.768999999998,53.41899444922523,1.701765249962853,515.9488047903066,3.896136071969723
Switzerland,Male,Never heard of it,1723,11284.356899999999,43.293019921118805,1.2046211911044962,549.7555283968857,4.70803595477684
Switzerland,Male,Heard of it,1983,14780.7153,56.706980078881195,1.2046211911044966,532.6425875178882,3.799725084627579
Thailand,Female,Never heard of it,810,80158.37649999998,30.80296932635408,1.216488289347067,452.9220266643168,5.988591429672847
Thailand,Female,Heard of it,1663,180071.00479999997,69.19703067364593,1.2164882893470685,423.17308219943334,4.080116030325521
Thailand,Male,Never heard of it,498,48970.10399999999,24.061436893001886,1.2014502266459355,428.1855957770323,6.7988673580544665
Thailand,Male,Heard of it,1393,154551.0083,75.93856310699812,1.2014502266459348,414.62700709335155,3.4375734473395316
Tunisia,Female,Never heard of it,696,18905.920099999996,48.50835099833577,1.4506804136107831,394.45200879433156,4.780676947798946
Tunisia,Female,Heard of it,748,20068.647599999997,51.49164900166423,1.4506804136107843,376.81942156189757,4.778391958893031
Tunisia,Male,Never heard of it,539,15057.172599999998,45.48277942843237,1.4582162026393146,409.3046884627244,5.189947303671388
Tunisia,Male,Heard of it,653,18048.043899999997,54.51722057156763,1.4582162026393135,392.2014736311513,5.514594884746192
Turkey,Female,Never heard of it,739,134448.6372,48.61490959947127,1.5666236814110284,461.49294216057746,7.078551128453293
Turkey,Female,Heard of it,792,142109.8061,51.38509040052873,1.5666236814110255,429.17899691186904,5.464484531907702
Turkey,Male,Never heard of it,632,110330.11619999999,38.857717193834226,1.4117938653345736,478.4173523903827,7.337487037028426
Turkey,Male,Heard of it,974,173603.48609999998,61.142282806165774,1.4117938653345732,437.83645660398736,4.506269562038168
United Kingdom,Female,Never heard of it,2606,134852.16439999998,60.12761042004494,1.1346694913942659,490.907134203194,4.80659321575532
United Kingdom,Female,Heard of it,1485,89424.44239999999,39.87238957995507,1.1346694913942668,491.0161409336969,4.228721882558607
United Kingdom,Male,Never heard of it,2152,106820.40619999998,49.55694193266788,1.1530723258728868,503.85901576895805,5.300277209239286
United Kingdom,Male,Heard of it,1938,108730.43699999999,50.44305806733212,1.1530723258728894,502.9788107016243,4.07745841065259
United Arab Emirates,Female,Never heard of it,1985,7020.5174,53.083190002900615,1.1071807137467145,443.5285439466893,3.2249733271797494
United Arab Emirates,Female,Heard of it,1728,6204.9828,46.91680999709939,1.1071807137467158,433.0155452665879,3.1490545028477683
