country,st04q01,st62q13,N,WTD_N,PCT,SE(PCT),MEAN,SE(MEAN)
United Arab Emirates,Male,Never heard of it,1491,5255.0943,42.72437342741252,1.0293728705512746,445.03808543862664,4.630896348646481
United Arab Emirates,Male,Heard of it,2037,7044.8972,57.27562657258747,1.029372870551272,429.40021108223044,4.0014435763303675
United States of America,Female,Never heard of it,899,632489.0716999999,55.88671791687416,1.2546314017111388,480.3135785091152,4.739994715312501
United States of America,Female,Heard of it,717,499245.0777999999,44.11328208312583,1.2546314017111384,479.26029943977545,5.233364785021714
United States of America,Male,Never heard of it,732,526534.9991999998,46.547773900693265,1.3550400070469826,489.2098758500572,4.405537084501289
United States of America,Male,Heard of it,845,604636.1719999999,53.452226099306735,1.3550400070469844,480.5854155541503,4.960191260105115
Uruguay,Female,Never heard of it,1203,8990.7364,69.98482348891244,1.2307515514497398,415.03577556737554,3.6108252407173143
Uruguay,Female,Heard of it,515,3855.958,30.015176511087553,1.2307515514497351,405.12463680265245,4.625375535061456
Uruguay,Male,Never heard of it,904,6690.3001,60.887466643310226,1.4915339575700586,428.26630226384145,3.7022731090441177
Uruguay,Male,Heard of it,568,4297.6757,39.112533356689774,1.491533957570059,421.4115936548927,5.736471417577248
Viet Nam,Female,Never heard of it,1210,233864.02119999996,70.16613927975705,1.2962832505799793,507.78885687027304,4.840749191398191
Viet Nam,Female,Heard of it,504,99436.37639999998,29.83386072024296,1.296283250579979,510.58268933188384,6.293536442032453
Viet Nam,Male,Never heard of it,945,180138.13889999996,61.54394757703584,1.4276322126735084,517.057735255226,5.847726885608766
Viet Nam,Male,Heard of it,587,112560.24329999999,38.45605242296416,1.4276322126735068,518.8993786167459,6.560090683205711
