country,st25q01,st62q11,N,WTD_N,PCT,SE(PCT),MEAN,SE(MEAN)
Romania,Language of the test,Never heard of it,1184,33501.19239999999,37.471902302671126,1.1415200842510906,455.6279326692572,4.702540272583514
Romania,Language of the test,Heard of it,2053,55902.30819999999,62.52809769732887,1.1415200842510849,441.0516944680859,3.8767841161180514
Romania,Other language,Never heard of it,21,619.0384999999999,40.179268877548665,8.037806278737545,436.0804408200784,20.46357517188649
Romania,Other language,Heard of it,33,921.6527999999998,59.820731122451335,8.037806278737545,412.63635841093736,15.502161137080254
Russian Federation,Language of the test,Never heard of it,1752,389705.17279999994,56.85868137965505,1.1653703226741676,494.19149977939236,3.625748126438206
Russian Federation,Language of the test,Heard of it,1293,295687.38879999996,43.14131862034494,1.16537032267417,475.8190839287498,4.387197664757554
Russian Federation,Other language,Never heard of it,149,34091.7034,48.073545199684176,3.406979196780645,486.71855249546064,6.782292769614211
Russian Federation,Other language,Heard of it,165,36824.02219999999,51.926454800315824,3.406979196780644,448.8944405284696,8.988391547165493
Serbia,Language of the test,Never heard of it,782,11446.363299999999,27.881300662169373,1.014434168772297,462.54434737180566,4.541857494804446
Serbia,Language of the test,Heard of it,2059,29607.543899999997,72.11869933783063,1.0144341687722969,448.13288108051023,3.4520266700726476
Serbia,Other language,Never heard of it,43,625.1535999999999,34.996103791414015,6.943764705494609,477.83199925618277,21.053076928969794
Serbia,Other language,Heard of it,75,1161.1983999999998,65.00389620858599,6.943764705494609,437.3571692907001,11.039294863383953
Singapore,Language of the test,Never heard of it,937,8774.054399999999,61.0662034554042,1.2703317873862257,600.1955122521678,3.67168470620267
Singapore,Language of the test,Heard of it,599,5594.0476,38.9337965445958,1.2703317873862283,604.6296872697333,4.386575324527708
Singapore,Other language,Never heard of it,1129,10327.8666,60.65518167970908,1.1903674840586116,559.4801229596724,3.3060060649305436
Singapore,Other language,Heard of it,734,6699.3128,39.34481832029091,1.1903674840586078,560.9851872085181,4.139412040691321
Slovak Republic,Language of the test,Never heard of it,1714,20276.834499999997,63.53274053672465,1.0826830432385655,493.3360994720301,3.2678919879492674
Slovak Republic,Language of the test,Heard of it,1029,11638.732699999999,36.46725946327534,1.0826830432385668,495.9559652029389,5.238070460844485
Slovak Republic,Other language,Never heard of it,118,1350.0429,62.57317178473455,4.019028025293115,412.7125200350831,15.550352476593055
Slovak Republic,Other language,Heard of it,75,807.4997999999999,37.426828215265445,4.019028025293121,379.8843775024217,16.855821900726113
Slovenia,Language of the test,Never heard of it,1567,4928.5979,44.95290222430404,1.186368636109369,508.5454752426731,2.5472027260264203
Slovenia,Language of the test,Heard of it,1863,6035.3169,55.04709777569596,1.186368636109367,508.5352058668206,2.5027738101077635
Slovenia,Other language,Never heard of it,97,309.7774,45.506547001277305,4.424522827917579,458.5627762235462,9.110755598063514
Slovenia,Other language,Heard of it,126,370.9541,54.49345299872269,4.424522827917579,443.2429543182834,11.518806096145848
Spain,Language of the test,Never heard of it,9590,132652.51619999998,68.91214442080698,0.9241206556124368,498.9939457161227,1.9111119608927372
Spain,Language of the test,Heard of it,4176,59842.60539999999,31.087855579193025,0.9241206556124362,471.2951777850551,3.188467221428501
Spain,Other language,Never heard of it,1379,26344.1157,60.5006755232233,1.3569358066973864,479.1702388886109,3.418049679395524
Spain,Other language,Heard of it,860,17199.391,39.4993244767767,1.3569358066973864,464.72803307443456,5.224596285995683
Sweden,Language of the test,Never heard of it,1900,37963.52619999999,75.98046241016844,1.066538328273097,495.78415088442677,2.6360978586153
Sweden,Language of the test,Heard of it,598,12001.326599999999,24.019537589831547,1.0665383282730962,480.3529873608974,4.008946886959418
Sweden,Other language,Never heard of it,177,3638.2807,62.48172232915539,2.5552721840035333,448.09158370633804,9.901903950096557
Sweden,Other language,Heard of it,110,2184.6713,37.51827767084462,2.555272184003534,427.4516283802974,12.209291443968825
Switzerland,Language of the test,Never heard of it,4347,31099.4138,75.18067865200138,0.7659932280560974,551.3518709820019,3.4901085621798793
Switzerland,Language of the test,Heard of it,1447,10266.818,24.81932134799864,0.7659932280560972,528.1313252492048,4.001309848291719
Switzerland,Other language,Never heard of it,819,5707.9627,69.58988224773668,1.8178939588514194,494.48336419706794,5.525972857906518
Switzerland,Other language,Heard of it,396,2494.3255,30.41011775226333,1.8178939588514211,486.63320199025145,6.434888374516069
Thailand,Language of the test,Never heard of it,613,58970.85889999999,23.49710811452052,1.127496820588017,447.94253488389313,7.202423970050502
Thailand,Language of the test,Heard of it,1966,191999.85039999997,76.50289188547949,1.1274968205880176,427.92258914553855,4.519136317319361
Thailand,Other language,Never heard of it,372,42664.26179999999,21.385704849403687,1.1631951859856413,421.12332666795743,5.775058196312247
Thailand,Other language,Heard of it,1295,156834.71239999996,78.61429515059632,1.163195185985644,418.46145808145513,4.398031617375808
Tunisia,Language of the test,Never heard of it,1122,30544.667699999995,42.75748688240764,1.0743854543098903,393.1435509421412,4.41356086130201
Tunisia,Language of the test,Heard of it,1491,40892.3365,57.24251311759235,1.0743854543098874,391.7403317855497,4.430530349565695
Tunisia,Other language,Never heard of it,12,340.68909999999994,42.56878007992241,8.843407159395825,383.48019299227946,16.356008442524423
Tunisia,Other language,Heard of it,16,459.6370999999999,57.431219920077595,8.843407159395825,406.9078247607994,21.593579389433117
Turkey,Language of the test,Never heard of it,1319,235821.59859999997,45.209774482300105,1.26756432444268,463.3270466836416,6.205178871151717
