country,st62q04,N,WTD_N,PCT,SE(PCT),MEAN,SE(MEAN)
Albania,Never heard of it,22,212.7573,1.6766454315414723,0.38252220147129967,0.13250898089043245,0.14691015124685536
Albania,Heard of it,1397,12476.7056,98.32335456845853,0.3825222014712999,0.14178965503522034,0.01927656356665243
Argentina,Never heard of it,249,22134.5251,13.058502675191813,0.9439298394073216,-0.18125466563545095,0.06533574613863778
Argentina,Heard of it,1571,147368.25519999999,86.9414973248082,0.9439298394073201,-0.08543073844440831,0.030371722417743805
Australia,Never heard of it,562,9497.0235,11.96373364303601,0.5812426957186587,-0.18339193390434358,0.05395731645087548
Australia,Heard of it,3974,69884.7463,88.03626635696399,0.581242695718659,0.08826588255068192,0.019651961223200835
Austria,Never heard of it,589,10168.073599999998,39.11393710082065,1.1698125232174288,-0.15246427868106696,0.044160836281917755
Austria,Heard of it,926,15827.963499999998,60.88606289917936,1.1698125232174303,0.13744649088936772,0.044788715346840965
Belgium,Never heard of it,902,12119.548499999999,32.857447768111456,0.9836212758921423,-0.1547733550470138,0.04115211540114245
Belgium,Heard of it,1805,24765.6916,67.14255223188856,0.9836212758921308,-0.013061926766462737,0.02580727550008924
Brazil,Never heard of it,670,84040.26049999999,11.945964208629611,0.5752186737404393,-0.25021394126925617,0.05371039939576604
Brazil,Heard of it,5075,619463.1070999999,88.05403579137038,0.5752186737404357,-0.1351404979320037,0.023264793624984036
Bulgaria,Never heard of it,249,2642.3993,15.677443770994373,1.0060537197799453,-0.17879306469692166,0.07486752547859923
Bulgaria,Heard of it,1404,14212.3848,84.32255622900561,1.006053719779944,-0.0961078780388774,0.026648477596226013
Canada,Never heard of it,830,14808.601999999999,13.393155895310569,0.6774540167207825,0.11320479718477137,0.06241297189611107
Canada,Heard of it,6033,95759.8265,86.60684410468943,0.6774540167207834,0.20304331420232907,0.022187503965210624
Chile,Never heard of it,240,8288.9784,11.279180485513095,0.6864370459659278,-0.42008888345034195,0.059007230834875
Chile,Heard of it,1970,65200.21179999999,88.72081951448692,0.686437045965927,-0.18707255728577182,0.03141697682831132
Shanghai-China,Never heard of it,604,9966.378099999998,35.295115431295365,1.4472355126727863,-0.11572069345833853,0.03403944741032252
Shanghai-China,Heard of it,1117,18270.8949,64.70488456870463,1.4472355126727852,-0.06874114080750357,0.02223785183778721
Chinese Taipei,Never heard of it,1207,58308.221699999995,60.45637640800595,1.2554923059193432,-0.45197065145617427,0.034439134952639665
Chinese Taipei,Heard of it,787,38138.5473,39.54362359199404,1.255492305919346,-0.5034336696668043,0.04236342603465095
Colombia,Never heard of it,245,15187.670799999998,9.003849756237093,0.7555576658039063,0.15110038966607045,0.08061893594962932
Colombia,Heard of it,2513,153492.07409999997,90.99615024376291,0.7555576658039047,0.17986794943570325,0.023073896510227055
Costa Rica,Never heard of it,243,2153.0760999999998,17.356790059542888,1.0996795125152583,-0.06137279448692037,0.06219322062519137
Costa Rica,Heard of it,1166,10251.7297,82.64320994045711,1.0996795125152576,0.10203513744612315,0.030725603654811633
Croatia,Never heard of it,154,1372.2374,9.160370579961286,0.6544334445225265,-0.34929939892324763,0.08403783640587323
Croatia,Heard of it,1487,13607.9142,90.83962942003872,0.6544334445225279,-0.25944618933590896,0.03752233408870545
Czech Republic,Never heard of it,454,6456.2921,24.88936597174134,1.1077998354910243,-0.32418893407874083,0.0676548039360174
Czech Republic,Heard of it,1264,19483.67,75.11063402825866,1.1077998354910223,-0.10645809680619676,0.037029771234653945
Denmark,Never heard of it,351,3118.3806,15.036636551191323,1.1465045213202951,-0.012065573714767224,0.06594222186118305
Denmark,Heard of it,2015,17620.1708,84.96336344880866,1.146504521320297,0.340568387623121,0.028945010957224664
Estonia,Never heard of it,298,727.135,18.899697549216317,1.3427509582958237,-0.14249865843344073,0.05286651966381455
Estonia,Heard of it,1275,3120.2017,81.10030245078369,1.3427509582958261,0.09270698076986487,0.029522069017290643
Finland,Never heard of it,912,6223.6350999999995,32.3213015271625,0.9753034326316178,-0.15346566044657767,0.04535065241258378
Finland,Heard of it,1908,13031.886199999999,67.6786984728375,0.9753034326316188,0.1163886177888818,0.026753869753948344
France,Never heard of it,375,56276.52029999999,25.425007847440877,1.2063490704717303,-0.1386246790386577,0.059402222661578824
France,Heard of it,1086,165066.65739999997,74.57499215255913,1.2063490704717317,-0.1950193942195868,0.02917629714215685
Germany,Never heard of it,492,73436.8773,36.61390593026215,1.2935225531639054,0.009895121466446092,0.052844824490980186
